kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;maximale_constructiesnelheid;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;maximum_ondersteunende_snelheid;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;hoogte_voertuig;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;plaats_chassisnummer;type_gasinstallatie;verticale_belasting_koppelpunt_getrokken_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;europese_voertuigcategorie_toevoeging;europese_uitvoeringcategorie_toevoeging
J944HG;Personenauto;OPEL;CROSSLAND X;20231221;20220825;1054;MPV;5;WIT;Niet geregistreerd;3;1199;1063;1690;1163;560;650;20171218;20200803;Geen verstrekking in Open Data;24747;Ja;;5;4;0;0;421;177;M1;1690;P7 MONOCAB C;e4*2007/46*1194*02;EA0BDBA12;BA1C7PDTJ5;0;0.05;260;Nee;Ja;Nee;2340;0;0.00;2022;Geen oordeel;05;Ja;2023-12-21T00:00:00.000;2022-08-25T00:00:00.000;2017-12-18T00:00:00.000;2020-08-03T00:00:00.000;161;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;;;;;
J944HH;Personenauto;SUZUKI;SWIFT;20221112;20211117;941;hatchback;4;GRIJS;Niet geregistreerd;4;1242;920;1480;1020;400;1000;20110707;20200818;Geen verstrekking in Open Data;12836;Ja;165;2;4;0;0;0;0;M1;1480;NZ;e4*2007/46*0155*00;A72S;MT;0;0.07;243;Nee;Nee;Nee;2480;0;0.00;2021;Geen oordeel;05;Ja;2022-11-12T00:00:00.000;2021-11-17T00:00:00.000;2011-07-07T00:00:00.000;2020-08-18T00:00:00.000;151;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944HJ;Personenauto;RENAULT;CLIO E-TECH HYBRID;20240824;20210409;969;hatchback;5;BLAUW;Niet geregistreerd;4;1598;1213;1758;1313;655;900;20200824;20200824;Geen verstrekking in Open Data;26669;Ja;180;5;4;;;405;173;M1;1758;RJA;e2*2007/46*0676*05;BH2;MU4UA0FA5000;0;0.05;258;Nee;Nee;Nee;2658;;;2022;Logisch;00;Ja;2024-08-24T00:00:00.000;2021-04-09T00:00:00.000;2020-08-24T00:00:00.000;2020-08-24T00:00:00.000;144;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944HK;Personenauto;TOYOTA;TOYOTA RAV4;20240630;20201019;4539;MPV;5;GRIJS;Niet geregistreerd;4;2494;1665;2270;1765;750;1650;20170227;20201019;Geen verstrekking in Open Data;48663;Ja;180;4;4;0;0;461;185;M1;2270;XA4(EU,M);e6*2007/46*0166*02;AVA44(N);AVA44L-ANXMBW(5S);1;0.01;266;Nee;Nee;Nee;3920;0;0.00;2022;Geen oordeel;05;Ja;2024-06-30T00:00:00.000;2020-10-19T00:00:00.000;2017-02-27T00:00:00.000;2020-10-19T00:00:00.000;;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944HL;Personenauto;SUZUKI;JIMNY;20230817;20220714;2316;cabriolet;4;ZWART;Niet geregistreerd;4;1328;1045;1420;1145;350;1300;20060105;20200817;Geen verstrekking in Open Data;;Ja;140;2;4;0;0;363;160;M1;1420;;e9*2001/116*0034*07;7;1;0;0.06;225;Nee;Nee;Nee;2720;0;0.00;2022;Geen oordeel;05;Ja;2023-08-17T00:00:00.000;2022-07-14T00:00:00.000;2006-01-05T00:00:00.000;2020-08-17T00:00:00.000;166;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;tegen r. balk v. achteras;;;;;;
J944HN;Personenauto;TESLA;MODEL 3;20240817;20200817;;sedan;5;WIT;Niet geregistreerd;;;1831;2305;1931;;;20200817;20200817;Geen verstrekking in Open Data;61680;Ja;233;4;4;0;0;469;185;M1;2305;003;e4*2007/46*1293*10;E3D;BB1N;0;0.03;288;Nee;Ja;Nee;0;0;0.00;2022;Logisch;00;Ja;2024-08-17T00:00:00.000;2020-08-17T00:00:00.000;2020-08-17T00:00:00.000;2020-08-17T00:00:00.000;144;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944HP;Personenauto;FORD;FOCUS;20230408;20201003;3154;stationwagen;5;GRIJS;Niet geregistreerd;3;999;1379;1970;1479;715;1300;20190408;20201003;Geen verstrekking in Open Data;33699;Ja;;4;4;0;0;0;0;M1;1970;DEH;e13*2007/46*1911*03;B7DA1PX;51FBH6AEIAX;0;0.06;270;Nee;Nee;Nee;3270;0;0.00;2021;Geen oordeel;05;Ja;2023-04-08T00:00:00.000;2020-10-03T00:00:00.000;2019-04-08T00:00:00.000;2020-10-03T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944HR;Personenauto;VOLVO;V70;20230523;20220611;9130;stationwagen;5;GRIJS;Niet geregistreerd;5;2435;1456;2000;1556;500;1600;19990510;20200904;Geen verstrekking in Open Data;;Ja;;4;4;0;0;473;176;M1;2000;L+V70;e9*93/81*0002*10;LW56;LW56C2;1;0.09;266;Nee;Nee;Nee;3600;0;;2022;Geen oordeel;05;Ja;2023-05-23T00:00:00.000;2022-06-11T00:00:00.000;1999-05-10T00:00:00.000;2020-09-04T00:00:00.000;143;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;midden op schutbord onder motorkap;;;;;;
J944HS;Personenauto;KIA;XCEED;20240808;20200808;6154;hatchback;5;GRIJS;Niet geregistreerd;4;1353;1245;1840;1345;600;1410;20200808;20200808;Geen verstrekking in Open Data;32945;Ja;200;5;4;0;0;440;183;M1;1840;CD;e4*2007/46*1299*07;BCP31;M6BHZ1;0;0.08;265;Nee;Nee;Nee;3250;0;0.00;2022;Logisch;00;Ja;2024-08-08T00:00:00.000;2020-08-08T00:00:00.000;2020-08-08T00:00:00.000;2020-08-08T00:00:00.000;148;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944HT;Personenauto;FIAT;FIAT 500X;20240811;20200811;6402;MPV;5;GRIJS;Niet geregistreerd;3;999;1295;1840;1395;600;1000;20200811;20200811;Geen verstrekking in Open Data;25262;Ja;188;5;4;0;0;426;180;M1;1840;334;e3*2007/46*0318*16;AXN1B;13A;0;0.06;257;Nee;Nee;Nee;2840;0;0.00;2020;Logisch;00;Ja;2024-08-11T00:00:00.000;2020-08-11T00:00:00.000;2020-08-11T00:00:00.000;2020-08-11T00:00:00.000;160;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944HV;Personenauto;VOLVO;XC60;20240813;20200813;9682;stationwagen;5;GRIJS;Niet geregistreerd;4;1969;1769;2400;1869;750;2300;20200813;20200813;Geen verstrekking in Open Data;60221;Ja;180;5;4;0;0;469;190;M1;2400;U;e4*2007/46*1220*09;UZK9;UZK9VD0?;0;0.08;287;Nee;Nee;Nee;4700;0;0.00;2022;Logisch;00;Ja;2024-08-13T00:00:00.000;2020-08-13T00:00:00.000;2020-08-13T00:00:00.000;2020-08-13T00:00:00.000;164;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944HX;Personenauto;MERCEDES-BENZ;A-KLASSE;20231021;20200831;2852;stationwagen;5;ZWART;Niet geregistreerd;4;1332;1275;1885;1375;685;1600;20191021;20200831;Geen verstrekking in Open Data;43123;Ja;225;5;4;0;0;0;0;M1;1885;F2A;e1*2007/46*1829*07;X2H7T2;FZAA151A;0;0.09;273;Nee;Nee;Nee;3570;0;0.00;2021;Geen oordeel;05;Ja;2023-10-21T00:00:00.000;2020-08-31T00:00:00.000;2019-10-21T00:00:00.000;2020-08-31T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944HZ;Personenauto;OPEL;CROSSLAND X;20240812;20200812;5906;MPV;5;ROOD;Niet geregistreerd;3;1199;1180;1835;1280;600;840;20200812;20200812;Geen verstrekking in Open Data;38321;Ja;198;5;4;0;0;421;177;M1;1835;P7 MONOCAB C;e4*2007/46*1194*10;EA023DB12;BC1VABPAZA5;0;0.08;260;Nee;Nee;Nee;2675;0;0.00;2022;Logisch;00;Ja;2024-08-12T00:00:00.000;2020-08-12T00:00:00.000;2020-08-12T00:00:00.000;2020-08-12T00:00:00.000;161;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944JB;Personenauto;MG;MG ZS EV;20240831;20200831;;hatchback;5;BLAUW;Niet geregistreerd;;;1507;1966;1607;;;20200831;20200831;Geen verstrekking in Open Data;32640;Ja;140;5;4;0;0;431;181;M1;1966;ZS1;e4*2007/46*1417*01;1EAB1EI;PA5LKE;0;0.04;258;Nee;Nee;Nee;0;0;0.00;2020;Logisch;00;Ja;2024-08-31T00:00:00.000;2020-08-31T00:00:00.000;2020-08-31T00:00:00.000;2020-08-31T00:00:00.000;164;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944JD;Personenauto;MINI;COOPER;20240814;20220602;4790;stationwagen;5;ZWART;Niet geregistreerd;3;1499;1190;1710;1290;;;20200814;20200814;Geen verstrekking in Open Data;35206;Ja;207;4;4;0;0;398;173;M1;1710;FML4;e1*2007/46*1680*07;XU71;DAW500L0;0;0.08;257;Nee;Nee;Nee;0;0;0.00;2022;Logisch;00;Ja;2024-08-14T00:00:00.000;2022-06-02T00:00:00.000;2020-08-14T00:00:00.000;2020-08-14T00:00:00.000;143;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944JF;Personenauto;MG;MG ZS EV;20240818;20200818;;hatchback;5;ZWART;Niet geregistreerd;;;1507;1966;1607;;;20200818;20200818;Geen verstrekking in Open Data;32640;Ja;140;5;4;0;0;431;181;M1;1966;ZS1;e4*2007/46*1417*01;1EAB1EI;PA5LKE;0;0.04;258;Nee;Nee;Nee;0;0;0.00;2021;Logisch;00;Ja;2024-08-18T00:00:00.000;2020-08-18T00:00:00.000;2020-08-18T00:00:00.000;2020-08-18T00:00:00.000;164;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944JG;Personenauto;BMW;320D;20230813;20210623;10860;stationwagen;5;BLAUW;Niet geregistreerd;4;1995;1560;2190;1660;750;1800;20200813;20200813;Geen verstrekking in Open Data;70886;Ja;229;4;4;0;0;471;183;M1;2190;G3K;e1*2007/46*2017*00;6L51;DAW500T0;0;0.08;285;Nee;Nee;Nee;3990;0;0.00;2022;Logisch;00;Ja;2023-08-13T00:00:00.000;2021-06-23T00:00:00.000;2020-08-13T00:00:00.000;2020-08-13T00:00:00.000;144;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944JH;Personenauto;FORD;FIESTA;20240818;20210911;1881;hatchback;5;ZWART;Niet geregistreerd;3;999;1064;1690;1164;580;1000;20200818;20200818;Geen verstrekking in Open Data;19030;Ja;180;4;4;0;0;407;176;M1;1690;JHH;e9*2007/46*3142*13;M0JB1JX;5CDPPNAPJAZ;0;0.06;249;Nee;Nee;Nee;2690;0;0.00;2021;Logisch;00;Ja;2024-08-18T00:00:00.000;2021-09-11T00:00:00.000;2020-08-18T00:00:00.000;2020-08-18T00:00:00.000;150;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944JJ;Personenauto;KIA;NIRO;20240821;20200821;;stationwagen;5;WIT;Niet geregistreerd;;;1712;2230;1812;;;20200821;20200821;Geen verstrekking in Open Data;47765;Ja;167;5;4;0;0;438;181;M1;2230;DE;e4*2007/46*1139*09;C5E11;E11DZ1;0;0.02;270;Nee;Nee;Nee;0;0;0.00;2022;Logisch;00;Ja;2024-08-21T00:00:00.000;2020-08-21T00:00:00.000;2020-08-21T00:00:00.000;2020-08-21T00:00:00.000;156;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944JK;Personenauto;FORD;FOCUS;20240831;20200831;3550;stationwagen;5;ZWART;Niet geregistreerd;3;999;1283;1925;1383;690;1000;20200831;20200831;Geen verstrekking in Open Data;32546;Ja;198;4;4;0;0;469;184;M1;1925;DEH;e13*2007/46*1911*07;B7DA1PX;5APBF6AQBBT;0;0.07;270;Nee;Nee;Nee;2925;0;0.00;2022;Logisch;00;Ja;2024-08-31T00:00:00.000;2020-08-31T00:00:00.000;2020-08-31T00:00:00.000;2020-08-31T00:00:00.000;155;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944JL;Personenauto;KIA;CEED;20240819;20220131;4914;stationwagen;5;WIT;Niet geregistreerd;3;998;1252;1840;1352;600;1200;20200819;20200819;Geen verstrekking in Open Data;30395;Ja;190;5;4;0;0;461;180;M1;1840;CD;e4*2007/46*1299*09;FAP11;M61G11;0;0.07;265;Nee;Nee;Nee;3040;0;0.00;2022;Logisch;00;Ja;2024-08-19T00:00:00.000;2022-01-31T00:00:00.000;2020-08-19T00:00:00.000;2020-08-19T00:00:00.000;146;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944JN;Personenauto;TOYOTA;TOYOTA YARIS HYBRID;20240824;20201229;856;MPV;5;WIT;ZWART;4;1497;1070;1565;1170;;;20160329;20200903;Geen verstrekking in Open Data;23985;Ja;165;4;4;0;0;395;170;M1;1565;XP13M(A);e11*2007/46*0152*08;NHP13(MH);NHP130L-CHXGBW(3J);0;0.01;251;Nee;Nee;Nee;1565;0;;2022;Geen oordeel;05;Ja;2024-08-24T00:00:00.000;2020-12-29T00:00:00.000;2016-03-29T00:00:00.000;2020-09-03T00:00:00.000;;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944JP;Personenauto;KIA;NIRO;20240821;20200821;;stationwagen;5;GRIJS;Niet geregistreerd;;;1712;2230;1812;;;20200821;20200821;Geen verstrekking in Open Data;44765;Ja;167;5;4;0;0;438;181;M1;2230;DE;e4*2007/46*1139*09;C5E11;E11DZ1;0;0.02;270;Nee;Nee;Nee;0;0;0.00;2022;Logisch;00;Ja;2024-08-21T00:00:00.000;2020-08-21T00:00:00.000;2020-08-21T00:00:00.000;2020-08-21T00:00:00.000;156;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944JR;Personenauto;MERCEDES-BENZ;CLS 350;20230818;20210723;21915;sedan;4;GRIJS;Niet geregistreerd;6;3498;1630;2195;1730;;;20050620;20201114;Geen verstrekking in Open Data;;Ja;250;4;4;0;0;0;0;M1;2195;;e1*2001/116*0295*02;E356K0;NIAAA400;0;0.12;285;Nee;Nee;Nee;0;0;;2022;Geen oordeel;05;Ja;2023-08-18T00:00:00.000;2021-07-23T00:00:00.000;2005-06-20T00:00:00.000;2020-11-14T00:00:00.000;;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944JS;Personenauto;VOLVO;XC40;20240831;20200831;1895;stationwagen;5;ZWART;Niet geregistreerd;3;1477;1712;2290;1812;750;1800;20200831;20200831;Geen verstrekking in Open Data;48859;Ja;180;5;4;0;0;443;187;M1;2290;X;e9*2007/46*3146*08;XZBB;XZBBVF0?;0;0.07;270;Nee;Nee;Nee;4090;0;0.00;2022;Logisch;00;Ja;2024-08-31T00:00:00.000;2020-08-31T00:00:00.000;2020-08-31T00:00:00.000;2020-08-31T00:00:00.000;163;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944JT;Personenauto;TOYOTA;TOYOTA C-HR;20240828;20200828;1596;hatchback;5;BLAUW;Niet geregistreerd;4;1798;1395;1860;1495;725;725;20200828;20200828;Geen verstrekking in Open Data;34927;Ja;170;4;4;0;0;439;180;M1;1860;AX1T(EU,M);e6*2007/46*0338*02;ZYX11(H);ZYX11L-AHXKBW(1E);0;0.05;264;Nee;Nee;Nee;2585;0;0.00;2021;Logisch;00;Ja;2024-08-28T00:00:00.000;2020-08-28T00:00:00.000;2020-08-28T00:00:00.000;2020-08-28T00:00:00.000;156;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944JV;Personenauto;KIA;NIRO;20240822;20200822;2434;stationwagen;5;GRIJS;Niet geregistreerd;4;1580;1390;1930;1490;600;1300;20200822;20200822;Geen verstrekking in Open Data;37095;Ja;162;5;4;0;0;436;181;M1;1930;DE;e4*2007/46*1139*08;C5P11;D61CY1;0;0.05;270;Nee;Nee;Nee;3230;0;0.00;2022;Logisch;00;Ja;2024-08-22T00:00:00.000;2020-08-22T00:00:00.000;2020-08-22T00:00:00.000;2020-08-22T00:00:00.000;154;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944JX;Personenauto;NISSAN;NISSAN MICRA;20240828;20210903;3550;MPV;5;WIT;Niet geregistreerd;3;999;1035;1550;1135;555;1200;20200828;20200828;Geen verstrekking in Open Data;21370;Ja;184;4;4;0;0;400;174;M1;1550;K14;e9*2007/46*6454*08;D;D01;0;0.07;253;Nee;Nee;Nee;2450;0;0.00;2021;Onlogisch;04;Ja;2024-08-28T00:00:00.000;2021-09-03T00:00:00.000;2020-08-28T00:00:00.000;2020-08-28T00:00:00.000;146;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944JZ;Personenauto;VOLVO;V90;20240821;20220203;7518;stationwagen;5;GRIJS;Niet geregistreerd;4;1969;1726;2350;1826;750;2000;20200821;20200821;Geen verstrekking in Open Data;69744;Ja;180;5;4;0;0;495;189;M1;2350;P;e4*2007/46*1067*09;PWK9;PWK9VD0?;0;0.08;294;Nee;Nee;Nee;4350;0;0.00;2022;Logisch;00;Ja;2024-08-21T00:00:00.000;2022-02-03T00:00:00.000;2020-08-21T00:00:00.000;2020-08-21T00:00:00.000;144;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944KB;Personenauto;RENAULT;MEGANE;20240826;20200826;5162;stationwagen;5;GRIJS;Niet geregistreerd;4;1332;1262;1881;1362;680;1700;20200826;20200826;Geen verstrekking in Open Data;30816;Ja;205;5;4;0;0;463;181;M1;1881;RFB;e2*2007/46*0546*16;KF2;NB6TB0300100;0;0.08;271;Nee;Nee;Nee;3581;0;0.00;2022;Logisch;00;Ja;2024-08-26T00:00:00.000;2020-08-26T00:00:00.000;2020-08-26T00:00:00.000;2020-08-26T00:00:00.000;144;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944KD;Personenauto;KIA;NIRO;20240826;20200826;1596;stationwagen;5;BLAUW;Niet geregistreerd;4;1580;1390;1930;1490;600;1300;20200826;20200826;Geen verstrekking in Open Data;31345;Ja;162;5;4;0;0;436;181;M1;1930;DE;e4*2007/46*1139*09;C5P11;D61CY1;0;0.05;270;Nee;Nee;Nee;3230;0;0.00;2020;Logisch;00;Ja;2024-08-26T00:00:00.000;2020-08-26T00:00:00.000;2020-08-26T00:00:00.000;2020-08-26T00:00:00.000;154;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944KF;Personenauto;TOYOTA;TOYOTA RAV4;20240826;20200826;3550;stationwagen;5;ZWART;Niet geregistreerd;4;2487;1580;2135;1680;750;800;20200826;20200826;Geen verstrekking in Open Data;49655;Ja;180;4;4;0;0;460;186;M1;2135;XA5(EU,M);e6*2007/46*0289*02;AXAH52(N);AXAH52L-ANXGBW(1C);0;0.08;269;Nee;Nee;Nee;2935;0;0.00;2022;Logisch;00;Ja;2024-08-26T00:00:00.000;2020-08-26T00:00:00.000;2020-08-26T00:00:00.000;2020-08-26T00:00:00.000;169;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
