kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;maximale_constructiesnelheid;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;maximum_ondersteunende_snelheid;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;hoogte_voertuig;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;plaats_chassisnummer;type_gasinstallatie;verticale_belasting_koppelpunt_getrokken_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;europese_voertuigcategorie_toevoeging;europese_uitvoeringcategorie_toevoeging
J945XL;Personenauto;VOLKSWAGEN;ID.3 PRO 150 KW;20241116;20201116;;stationwagen;5;GRIJS;Niet geregistreerd;;;1694;2260;1794;;;20201116;20201116;Geen verstrekking in Open Data;43675;Ja;160;5;4;0;0;426;181;M1;2260;E1;e1*2007/46*2033*00;ACEBJC L1FX2;C0O51AA;0;0.04;277;Nee;Nee;Nee;0;0;0.00;2022;Logisch;00;Ja;2024-11-16T00:00:00.000;2020-11-16T00:00:00.000;2020-11-16T00:00:00.000;2020-11-16T00:00:00.000;155;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J945XN;Personenauto;RENAULT;CLIO;20231106;20201106;1596;hatchback;5;ROOD;Niet geregistreerd;3;999;1112;1631;1212;605;900;20201106;20201106;Geen verstrekking in Open Data;18985;Ja;188;5;4;0;0;405;173;M1;1631;RJA;e2*2007/46*0676*05;BE2;MT5TA0DA5000;0;0.06;258;Nee;Nee;Nee;2531;0;0.00;2021;Logisch;00;Ja;2023-11-06T00:00:00.000;2020-11-06T00:00:00.000;2020-11-06T00:00:00.000;2020-11-06T00:00:00.000;144;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;Af-fabriek gasinstallatie;;;;;
J945XP;Personenauto;VOLKSWAGEN;GOLF;20240615;20201102;354;stationwagen;5;BLAUW;Niet geregistreerd;3;999;1127;1750;1227;610;1100;20170821;20201102;Geen verstrekking in Open Data;24664;Ja;180;5;4;0;0;0;0;M1;1750;AU;e1*2007/46*0623*27;GAC4CHZKX0;FM5FM5AH001N7MMON1VL61VR2;0;0.05;262;Nee;Nee;Nee;2875;0;0.00;2022;Geen oordeel;05;Ja;2024-06-15T00:00:00.000;2020-11-02T00:00:00.000;2017-08-21T00:00:00.000;2020-11-02T00:00:00.000;;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J945XR;Personenauto;HYUNDAI;IONIQ;20251229;20211231;;hatchback;5;GRIJS;Niet geregistreerd;;;1502;1970;1602;;;20211229;20211229;Geen verstrekking in Open Data;41367;Ja;165;5;4;0;0;447;182;M1;1970;AE;e4*2007/46*1157*10;B5E11;E11BZ1;0;0.02;270;Nee;Ja;Nee;0;0;0.00;2021;Logisch;00;Ja;2025-12-29T00:00:00.000;2021-12-31T00:00:00.000;2021-12-29T00:00:00.000;2021-12-29T00:00:00.000;148;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J945XS;Personenauto;HYUNDAI;KONA;20241230;20210804;;MPV;5;WIT;Niet geregistreerd;;;1660;2170;1760;300;300;20201230;20201230;Geen verstrekking in Open Data;44200;Ja;167;5;4;0;0;418;180;M1;2170;OSE;e4*2007/46*1522*00;F5E11;E11B11;0;0.02;260;Nee;Nee;Nee;2470;0;0.00;2021;Logisch;00;Ja;2024-12-30T00:00:00.000;2021-08-04T00:00:00.000;2020-12-30T00:00:00.000;2020-12-30T00:00:00.000;157;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J945XT;Personenauto;AUDI;Q3;20240322;20210121;5843;stationwagen;5;GRIJS;Niet geregistreerd;4;1395;1360;1985;1460;730;1800;20180322;20210121;Geen verstrekking in Open Data;54805;Ja;204;4;4;0;0;0;0;M1;1985;8U;e1*2007/46*0591*19;XCZEAF1;FM6FM62Q036P8U027MMEM1;0;0.08;260;Nee;Nee;Nee;3785;0;0.00;2022;Geen oordeel;05;Ja;2024-03-22T00:00:00.000;2021-01-21T00:00:00.000;2018-03-22T00:00:00.000;2021-01-21T00:00:00.000;;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J945XV;Personenauto;VOLVO;XC40;20241106;20220415;8458;stationwagen;5;GRIJS;Niet geregistreerd;3;1477;1525;2120;1625;750;1600;20201106;20201106;Geen verstrekking in Open Data;46525;Ja;180;5;4;0;0;443;187;M1;2120;X;e9*2007/46*3146*08;XZL4;XZL4VD0?;0;0.06;270;Nee;Nee;Nee;3720;0;0.00;2022;Logisch;00;Ja;2024-11-06T00:00:00.000;2022-04-15T00:00:00.000;2020-11-06T00:00:00.000;2020-11-06T00:00:00.000;163;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J945XX;Personenauto;VOLVO;XC90;20221130;20201102;15042;MPV;7;GRIJS;Niet geregistreerd;5;2521;2035;2720;2135;750;2250;20030417;20201102;Geen verstrekking in Open Data;;Ja;190;4;4;0;0;480;190;M1;2720;;e9*2001/116*0046*03;CZ59;CZ59G7A0;0;0.07;286;Nee;Nee;Nee;4970;0;;2021;Geen oordeel;05;Ja;2022-11-30T00:00:00.000;2020-11-02T00:00:00.000;2003-04-17T00:00:00.000;2020-11-02T00:00:00.000;;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J945XZ;Personenauto;NISSAN;NISSAN QASHQAI;20240304;20210423;3692;MPV;5;PAARS;Niet geregistreerd;4;1332;1290;1885;1390;695;1500;20200304;20210423;Geen verstrekking in Open Data;37259;Ja;198;4;4;0;0;439;181;M1;1885;J11;e5*2007/46*1029*04;F;F06;1;0.08;265;Nee;Nee;Nee;3385;0;0.00;2021;Geen oordeel;05;Ja;2024-03-04T00:00:00.000;2021-04-23T00:00:00.000;2020-03-04T00:00:00.000;2021-04-23T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J945ZB;Personenauto;KIA;PICANTO;20241110;20201110;1710;MPV;4;WIT;Niet geregistreerd;3;998;874;1320;974;;;20201110;20201110;Geen verstrekking in Open Data;16215;Ja;161;5;4;0;0;360;160;M1;1320;JA;e5*2007/46*1078*01;F4P71;M53DZ1;0;0.05;240;Nee;Nee;Nee;0;0;0.00;2022;Logisch;00;Ja;2024-11-10T00:00:00.000;2020-11-10T00:00:00.000;2020-11-10T00:00:00.000;2020-11-10T00:00:00.000;149;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J945ZD;Personenauto;FIAT;FIAT 500;20241106;20201106;2682;hatchback;4;GRIJS;Niet geregistreerd;3;999;955;1360;1055;;;20201106;20201106;Geen verstrekking in Open Data;20733;Ja;167;3;4;0;0;357;163;M1;1360;312;e3*2007/46*0064*56;AYD1B;E25M;0;0.05;230;Nee;Ja;Nee;1360;0;0.00;2020;Logisch;00;Ja;2024-11-06T00:00:00.000;2020-11-06T00:00:00.000;2020-11-06T00:00:00.000;2020-11-06T00:00:00.000;149;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J945ZF;Personenauto;MERCEDES-BENZ;CLA 200;20241111;20201111;4914;sedan;5;ZWART;Niet geregistreerd;4;1332;1335;1950;1435;715;1600;20201111;20201111;Geen verstrekking in Open Data;45252;Ja;229;4;4;0;0;470;186;M1;1950;F2CLA;e1*2007/46*1912*08;33H7T2;FZAA154A;0;0.08;273;Nee;Nee;Nee;3615;0;0.00;2022;Logisch;00;Ja;2024-11-11T00:00:00.000;2020-11-11T00:00:00.000;2020-11-11T00:00:00.000;2020-11-11T00:00:00.000;144;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J945ZG;Personenauto;CITROEN;C4 SPACETOURER;20241113;20201113;5410;MPV;7;BLAUW;Niet geregistreerd;3;1199;1295;2110;1395;680;1150;20201113;20201113;Geen verstrekking in Open Data;32910;Ja;200;4;4;0;0;460;183;M1;2110;3;e2*2007/46*0356*25;AHNS;2/J4S;0;0.07;284;Nee;Nee;Nee;3260;0;0.00;2021;Logisch;00;Ja;2024-11-13T00:00:00.000;2020-11-13T00:00:00.000;2020-11-13T00:00:00.000;2020-11-13T00:00:00.000;164;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J945ZH;Personenauto;AUDI;A3 SPORTBACK;20241113;20201113;3426;hatchback;5;ZWART;Niet geregistreerd;3;999;1195;1770;1295;640;1300;20201113;20201113;Geen verstrekking in Open Data;37171;Ja;204;4;4;0;0;434;182;M1;1770;GY;e1*2007/46*2060*07;SDLAAF1;FM6FM6AJ019RT011B174BIBEM1VLN1B0;0;0.06;262;Nee;Nee;Nee;3070;0;0.00;2022;Logisch;00;Ja;2024-11-13T00:00:00.000;2020-11-13T00:00:00.000;2020-11-13T00:00:00.000;2020-11-13T00:00:00.000;139;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J945ZJ;Personenauto;PEUGEOT;207;20221203;20201204;835;cabriolet;4;ZWART;Niet geregistreerd;4;1598;1317;1709;1417;600;1040;20120921;20201204;Geen verstrekking in Open Data;30010;Ja;192;2;4;0;0;404;175;M1;1709;W*****;e2*2001/116*0340*25;B5FS;0;0;0.06;254;Nee;Nee;Nee;2559;0;0.00;2022;Geen oordeel;05;Ja;2022-12-03T00:00:00.000;2020-12-04T00:00:00.000;2012-09-21T00:00:00.000;2020-12-04T00:00:00.000;;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. op schutbord onder motorkap;;;;;;
J945ZK;Personenauto;TOYOTA;TOYOTA AYGO;20241113;20201113;1653;hatchback;4;GRIJS;Niet geregistreerd;3;998;815;1240;915;;;20201113;20201113;Geen verstrekking in Open Data;13910;Ja;160;4;4;0;0;347;162;M1;1240;AB1;e6*2007/46*0348*03;KGB40(H);KGB40L-AHMRKW(2V);0;0.06;234;Nee;Nee;Nee;0;0;0.00;2020;Logisch;00;Ja;2024-11-13T00:00:00.000;2020-11-13T00:00:00.000;2020-11-13T00:00:00.000;2020-11-13T00:00:00.000;146;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J945ZL;Personenauto;POLESTAR;POLESTAR 2;20241204;20201204;;sedan;5;GRIJS;Niet geregistreerd;;;2098;2600;2198;750;1500;20201204;20201204;Geen verstrekking in Open Data;60900;Ja;205;5;4;0;0;461;189;M1;2600;V;e9*2007/46*6834*01;VSED;VSEDEE0?;0;0.04;274;Nee;Nee;Nee;4100;0;0.00;2022;Logisch;00;Ja;2024-12-04T00:00:00.000;2020-12-04T00:00:00.000;2020-12-04T00:00:00.000;2020-12-04T00:00:00.000;148;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
